,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
GreedySearch,"[26, 37, 11, 74, 66, 8, 43, 23, 77, 5, 38, 97, 76, 10, 87, 48, 62, 94, 88, 89]","[92, 25, 66, 16, 15, 58, 77, 5, 61, 22, 79, 2, 3, 14, 90, 56, 8, 9, 75, 44]","[21, 42, 53, 69, 80, 89, 18, 58, 41, 14, 40, 7, 44, 27, 82, 30, 66, 46, 12, 86]","[56, 75, 36, 5, 58, 1, 17, 11, 28, 34, 7, 3, 91, 81, 88, 24, 67, 93, 96, 48]","[7, 50, 8, 53, 17, 51, 74, 99, 21, 36, 28, 84, 97, 67, 80, 39, 46, 77, 47, 96]","[82, 94, 83, 27, 46, 73, 50, 23, 4, 62, 19, 79, 53, 59, 78, 8, 77, 26, 51, 69]","[64, 86, 34, 76, 8, 2, 31, 79, 90, 75, 97, 63, 5, 35, 82, 87, 60, 32, 83, 69]","[66, 28, 52, 51, 93, 84, 1, 82, 32, 25, 35, 37, 2, 67, 49, 69, 50, 4, 60, 86]","[36, 3, 47, 7, 65, 97, 85, 27, 10, 78, 68, 2, 0, 14, 94, 92, 57, 60, 75, 77]","[57, 48, 96, 89, 49, 36, 37, 25, 27, 33, 40, 77, 85, 6, 63, 69, 0, 81, 14, 2]","[97, 75, 68, 69, 14, 23, 18, 78, 5, 39, 55, 49, 84, 96, 15, 22, 59, 37, 32, 51]","[4, 10, 47, 94, 99, 45, 14, 12, 48, 56, 91, 15, 74, 95, 27, 76, 54, 85, 30, 78]","[31, 65, 53, 68, 12, 0, 57, 71, 56, 7, 49, 41, 29, 74, 52, 10, 86, 51, 50, 38]","[84, 55, 12, 64, 40, 39, 2, 16, 14, 23, 74, 67, 65, 6, 94, 76, 47, 35, 77, 57]","[2, 17, 21, 94, 30, 99, 45, 53, 12, 11, 3, 70, 41, 51, 47, 69, 4, 28, 80, 6]","[71, 93, 34, 99, 35, 1, 45, 70, 78, 77, 41, 95, 24, 40, 51, 54, 12, 15, 17, 2]","[86, 4, 63, 68, 42, 72, 52, 89, 33, 7, 77, 11, 16, 20, 50, 83, 78, 84, 43, 62]","[87, 29, 7, 16, 99, 15, 43, 9, 56, 40, 5, 82, 20, 31, 32, 59, 69, 48, 45, 14]","[34, 62, 13, 64, 67, 68, 14, 72, 79, 7, 83, 61, 73, 70, 53, 37, 60, 0, 5, 66]","[28, 64, 74, 20, 7, 65, 72, 76, 40, 38, 87, 93, 16, 3, 69, 8, 2, 79, 43, 94]","[41, 60, 55, 29, 59, 64, 86, 16, 35, 36, 5, 50, 67, 40, 75, 9, 23, 99, 81, 76]","[31, 15, 77, 57, 52, 38, 30, 62, 89, 55, 14, 37, 12, 78, 0, 45, 84, 71, 36, 13]","[20, 33, 51, 44, 6, 49, 87, 26, 95, 91, 36, 69, 98, 55, 52, 37, 60, 86, 35, 17]","[77, 93, 71, 3, 40, 70, 49, 18, 61, 87, 20, 24, 1, 19, 88, 85, 31, 72, 97, 55]","[78, 64, 68, 26, 40, 50, 97, 57, 18, 91, 90, 28, 10, 17, 39, 33, 81, 75, 80, 48]","[20, 93, 85, 0, 69, 89, 81, 34, 64, 9, 2, 18, 79, 24, 48, 58, 82, 36, 6, 8]","[52, 39, 35, 30, 10, 51, 97, 2, 65, 8, 0, 85, 80, 9, 54, 61, 79, 4, 70, 31]","[3, 51, 91, 90, 44, 63, 93, 29, 78, 34, 67, 2, 36, 58, 85, 25, 1, 75, 53, 94]","[71, 16, 40, 77, 43, 11, 85, 28, 94, 90, 22, 26, 17, 76, 18, 8, 82, 2, 64, 81]","[83, 72, 57, 42, 46, 55, 23, 80, 66, 35, 90, 30, 33, 98, 39, 86, 18, 13, 71, 5]","[87, 93, 11, 24, 71, 15, 91, 4, 46, 48, 67, 82, 63, 95, 38, 55, 92, 51, 57, 84]","[12, 42, 28, 99, 97, 23, 60, 11, 19, 49, 33, 65, 62, 36, 54, 51, 0, 78, 14, 91]","[86, 89, 79, 50, 3, 4, 9, 66, 70, 97, 80, 98, 25, 55, 81, 61, 35, 30, 75, 20]","[42, 79, 58, 34, 27, 78, 32, 74, 96, 45, 2, 20, 93, 98, 7, 59, 60, 43, 72, 67]","[34, 82, 68, 54, 47, 97, 64, 56, 40, 46, 1, 22, 59, 18, 48, 94, 71, 98, 6, 91]","[95, 49, 30, 78, 22, 87, 1, 21, 81, 58, 4, 51, 59, 3, 96, 76, 27, 31, 15, 55]","[45, 28, 40, 39, 31, 64, 93, 77, 63, 0, 21, 25, 15, 36, 13, 35, 3, 11, 69, 41]","[10, 33, 57, 90, 48, 19, 8, 81, 23, 52, 46, 28, 88, 14, 65, 30, 43, 66, 72, 51]","[79, 64, 51, 49, 34, 43, 10, 58, 48, 94, 50, 60, 78, 36, 46, 41, 38, 17, 7, 80]","[48, 86, 20, 72, 81, 88, 26, 32, 38, 43, 19, 23, 7, 14, 80, 66, 92, 42, 25, 17]","[75, 40, 19, 51, 6, 63, 41, 95, 30, 1, 91, 81, 66, 42, 20, 77, 86, 10, 46, 13]","[28, 35, 13, 84, 33, 39, 26, 43, 1, 71, 63, 12, 87, 83, 19, 49, 24, 0, 11, 80]","[10, 52, 63, 94, 79, 66, 73, 72, 91, 69, 40, 56, 34, 55, 1, 3, 49, 78, 41, 65]","[61, 2, 56, 19, 96, 97, 85, 75, 10, 26, 27, 52, 33, 91, 29, 60, 74, 11, 16, 34]","[61, 42, 85, 6, 4, 67, 59, 13, 24, 91, 54, 96, 8, 44, 87, 69, 68, 1, 93, 16]","[78, 44, 98, 93, 54, 82, 69, 68, 19, 83, 38, 34, 39, 26, 21, 17, 18, 46, 79, 11]","[87, 97, 68, 49, 18, 16, 10, 17, 61, 53, 81, 77, 60, 83, 64, 3, 32, 63, 29, 41]","[17, 38, 75, 35, 95, 90, 15, 46, 11, 2, 9, 93, 5, 84, 7, 26, 29, 79, 76, 61]","[47, 77, 65, 40, 34, 96, 97, 41, 13, 10, 59, 37, 0, 49, 79, 24, 83, 44, 76, 86]","[76, 51, 15, 73, 55, 10, 44, 6, 97, 20, 47, 27, 91, 62, 12, 83, 82, 64, 17, 16]","[22, 67, 55, 44, 65, 11, 78, 70, 88, 91, 20, 57, 33, 80, 3, 98, 12, 46, 7, 49]","[50, 35, 28, 88, 73, 45, 62, 84, 83, 36, 12, 34, 69, 47, 92, 43, 46, 26, 2, 98]","[24, 87, 88, 13, 64, 34, 82, 19, 23, 35, 45, 63, 43, 33, 21, 86, 69, 93, 4, 46]","[77, 49, 19, 23, 97, 7, 41, 33, 25, 4, 35, 85, 61, 27, 63, 8, 71, 42, 88, 75]","[86, 61, 26, 23, 20, 73, 57, 10, 71, 77, 60, 32, 91, 52, 64, 17, 39, 38, 4, 95]","[17, 79, 40, 36, 63, 6, 8, 43, 32, 69, 87, 5, 98, 44, 1, 75, 42, 60, 56, 74]","[64, 52, 15, 88, 36, 61, 17, 42, 6, 24, 98, 48, 68, 32, 3, 79, 27, 90, 26, 23]","[81, 2, 65, 59, 94, 25, 72, 97, 43, 92, 62, 86, 32, 6, 11, 19, 48, 8, 46, 69]","[19, 0, 53, 71, 84, 50, 47, 29, 18, 21, 91, 97, 73, 54, 67, 60, 45, 75, 82, 7]","[80, 32, 73, 34, 93, 31, 84, 83, 98, 38, 56, 24, 55, 85, 17, 30, 12, 76, 75, 59]","[86, 32, 2, 91, 6, 43, 62, 95, 60, 63, 18, 47, 34, 29, 7, 9, 45, 57, 82, 88]","[88, 18, 7, 73, 24, 69, 92, 95, 99, 26, 46, 59, 23, 65, 85, 22, 57, 72, 31, 52]","[71, 4, 20, 96, 40, 86, 55, 8, 81, 85, 69, 22, 51, 84, 31, 42, 73, 33, 90, 19]","[55, 63, 44, 62, 78, 86, 87, 12, 71, 57, 22, 51, 5, 30, 52, 4, 65, 61, 96, 50]","[51, 65, 97, 76, 85, 99, 8, 4, 80, 54, 18, 11, 47, 93, 27, 45, 9, 33, 89, 10]","[36, 17, 73, 58, 81, 11, 18, 69, 63, 47, 22, 12, 35, 14, 34, 96, 97, 46, 95, 28]","[97, 54, 14, 0, 43, 49, 91, 77, 10, 52, 85, 28, 64, 19, 37, 36, 20, 88, 83, 45]","[43, 72, 3, 21, 62, 5, 28, 38, 80, 14, 25, 64, 12, 61, 34, 77, 50, 92, 31, 78]","[40, 27, 51, 66, 89, 38, 90, 32, 11, 30, 18, 97, 3, 2, 39, 24, 94, 36, 5, 70]","[33, 96, 80, 67, 91, 5, 44, 23, 1, 25, 26, 37, 94, 31, 92, 7, 85, 15, 11, 8]","[68, 74, 27, 77, 70, 78, 45, 69, 61, 16, 58, 25, 49, 96, 18, 50, 75, 65, 36, 32]","[0, 64, 48, 18, 73, 74, 99, 50, 81, 65, 76, 12, 75, 8, 30, 67, 7, 27, 72, 37]","[14, 63, 49, 36, 38, 6, 91, 81, 19, 35, 73, 17, 82, 61, 21, 42, 72, 92, 4, 78]","[38, 52, 20, 56, 87, 92, 69, 36, 19, 1, 43, 37, 65, 79, 25, 98, 84, 12, 77, 67]","[71, 39, 77, 47, 34, 10, 95, 7, 85, 81, 58, 57, 74, 2, 6, 41, 21, 29, 94, 80]","[24, 66, 43, 7, 16, 76, 67, 31, 25, 57, 6, 75, 34, 79, 59, 62, 45, 49, 96, 17]","[1, 84, 61, 46, 63, 87, 67, 83, 32, 54, 27, 47, 16, 11, 72, 40, 60, 24, 5, 12]","[31, 35, 69, 65, 48, 53, 13, 30, 15, 57, 47, 50, 77, 24, 14, 18, 20, 62, 10, 64]","[2, 27, 92, 73, 61, 35, 91, 99, 72, 39, 85, 75, 9, 50, 90, 8, 5, 23, 10, 51]","[76, 91, 72, 19, 95, 18, 71, 97, 58, 14, 16, 9, 20, 78, 62, 42, 43, 94, 53, 56]","[18, 36, 94, 13, 64, 61, 89, 72, 9, 1, 29, 3, 5, 42, 37, 46, 26, 12, 52, 95]","[33, 25, 38, 56, 87, 7, 28, 99, 94, 57, 69, 27, 23, 72, 54, 49, 39, 0, 71, 73]","[51, 38, 31, 17, 25, 97, 11, 7, 91, 6, 55, 1, 61, 85, 18, 89, 40, 78, 32, 49]","[98, 13, 62, 74, 96, 67, 42, 86, 36, 80, 59, 14, 79, 82, 51, 9, 90, 84, 8, 91]","[50, 1, 94, 26, 78, 66, 10, 97, 32, 95, 80, 9, 37, 36, 81, 51, 79, 48, 85, 18]","[91, 65, 16, 66, 12, 21, 33, 81, 31, 18, 74, 64, 51, 71, 35, 20, 77, 9, 46, 45]","[93, 43, 35, 85, 91, 50, 7, 81, 19, 12, 60, 16, 68, 48, 44, 20, 71, 51, 27, 13]","[29, 82, 1, 77, 18, 73, 39, 90, 50, 25, 70, 53, 4, 10, 87, 28, 55, 56, 17, 19]","[68, 28, 5, 54, 17, 15, 39, 91, 32, 53, 98, 96, 24, 74, 30, 51, 87, 79, 55, 34]","[24, 69, 54, 66, 23, 46, 84, 16, 53, 65, 60, 71, 37, 99, 56, 73, 3, 20, 79, 33]","[17, 88, 18, 97, 53, 67, 2, 72, 10, 84, 14, 79, 11, 48, 61, 55, 76, 75, 89, 94]","[23, 57, 17, 83, 32, 77, 3, 51, 45, 7, 63, 2, 71, 24, 92, 39, 10, 34, 86, 21]","[34, 84, 35, 25, 33, 67, 87, 13, 94, 78, 36, 69, 63, 50, 27, 86, 72, 16, 77, 47]","[82, 8, 0, 92, 27, 67, 36, 21, 20, 53, 7, 6, 97, 66, 22, 3, 99, 68, 13, 12]","[78, 20, 94, 47, 77, 76, 37, 29, 55, 52, 95, 70, 0, 22, 66, 88, 51, 69, 64, 6]","[92, 75, 0, 35, 25, 82, 8, 5, 69, 27, 91, 72, 70, 1, 28, 55, 4, 32, 7, 31]","[12, 6, 30, 33, 98, 50, 73, 24, 48, 39, 74, 89, 52, 92, 45, 19, 97, 85, 32, 14]","[5, 20, 59, 38, 1, 79, 65, 40, 47, 66, 53, 33, 44, 12, 45, 75, 54, 93, 26, 15]","[43, 6, 68, 39, 8, 44, 29, 51, 40, 78, 83, 14, 2, 37, 98, 76, 72, 63, 81, 5]","[66, 80, 52, 21, 36, 5, 6, 20, 29, 16, 95, 85, 3, 61, 54, 33, 47, 46, 79, 59]"
BeamSearch_size1,"[26, 37, 11, 74, 66, 8, 43, 23, 77, 5, 38, 97, 76, 10, 87, 48, 62, 94, 88, 89]","[92, 25, 66, 16, 15, 58, 77, 5, 61, 22, 79, 2, 3, 14, 90, 56, 8, 9, 75, 44]","[21, 42, 53, 69, 80, 89, 18, 58, 41, 14, 40, 7, 44, 27, 82, 30, 66, 46, 12, 86]","[56, 75, 36, 5, 58, 1, 17, 11, 28, 34, 7, 3, 91, 81, 88, 24, 67, 93, 96, 48]","[7, 50, 8, 53, 17, 51, 74, 99, 21, 36, 28, 84, 97, 67, 80, 39, 46, 77, 47, 96]","[82, 94, 83, 27, 46, 73, 50, 23, 4, 62, 19, 79, 53, 59, 78, 8, 77, 26, 51, 69]","[64, 86, 34, 76, 8, 2, 31, 79, 90, 75, 97, 63, 5, 35, 82, 87, 60, 32, 83, 69]","[66, 28, 52, 51, 93, 84, 1, 82, 32, 25, 35, 37, 2, 67, 49, 69, 50, 4, 60, 86]","[36, 3, 47, 7, 65, 97, 85, 27, 10, 78, 68, 2, 0, 14, 94, 92, 57, 60, 75, 77]","[57, 48, 96, 89, 49, 36, 37, 25, 27, 33, 40, 77, 85, 6, 63, 69, 0, 81, 14, 2]","[97, 75, 68, 69, 14, 23, 18, 78, 5, 39, 55, 49, 84, 96, 15, 22, 59, 37, 32, 51]","[4, 10, 47, 94, 99, 45, 14, 12, 48, 56, 91, 15, 74, 95, 27, 76, 54, 85, 30, 78]","[31, 65, 53, 68, 12, 0, 57, 71, 56, 7, 49, 41, 29, 74, 52, 10, 86, 51, 50, 38]","[84, 55, 12, 64, 40, 39, 2, 16, 14, 23, 74, 67, 65, 6, 94, 76, 47, 35, 77, 57]","[2, 17, 21, 94, 30, 99, 45, 53, 12, 11, 3, 70, 41, 51, 47, 69, 4, 28, 80, 6]","[71, 93, 34, 99, 35, 1, 45, 70, 78, 77, 41, 95, 24, 40, 51, 54, 12, 15, 17, 2]","[86, 4, 63, 68, 42, 72, 52, 89, 33, 7, 77, 11, 16, 20, 50, 83, 78, 84, 43, 62]","[87, 29, 7, 16, 99, 15, 43, 9, 56, 40, 5, 82, 20, 31, 32, 59, 69, 48, 45, 14]","[34, 62, 13, 64, 67, 68, 14, 72, 79, 7, 83, 61, 73, 70, 53, 37, 60, 0, 5, 66]","[28, 64, 74, 20, 7, 65, 72, 76, 40, 38, 87, 93, 16, 3, 69, 8, 2, 79, 43, 94]","[41, 60, 55, 29, 59, 64, 86, 16, 35, 36, 5, 50, 67, 40, 75, 9, 23, 99, 81, 76]","[31, 15, 77, 57, 52, 38, 30, 62, 89, 55, 14, 37, 12, 78, 0, 45, 84, 71, 36, 13]","[20, 33, 51, 44, 6, 49, 87, 26, 95, 91, 36, 69, 98, 55, 52, 37, 60, 86, 35, 17]","[77, 93, 71, 3, 40, 70, 49, 18, 61, 87, 20, 24, 1, 19, 88, 85, 31, 72, 97, 55]","[78, 64, 68, 26, 40, 50, 97, 57, 18, 91, 90, 28, 10, 17, 39, 33, 81, 75, 80, 48]","[20, 93, 85, 0, 69, 89, 81, 34, 64, 9, 2, 18, 79, 24, 48, 58, 82, 36, 6, 8]","[52, 39, 35, 30, 10, 51, 97, 2, 65, 8, 0, 85, 80, 9, 54, 61, 79, 4, 70, 31]","[3, 51, 91, 90, 44, 63, 93, 29, 78, 34, 67, 2, 36, 58, 85, 25, 1, 75, 53, 94]","[71, 16, 40, 77, 43, 11, 85, 28, 94, 90, 22, 26, 17, 76, 18, 8, 82, 2, 64, 81]","[83, 72, 57, 42, 46, 55, 23, 80, 66, 35, 90, 30, 33, 98, 39, 86, 18, 13, 71, 5]","[87, 93, 11, 24, 71, 15, 91, 4, 46, 48, 67, 82, 63, 95, 38, 55, 92, 51, 57, 84]","[12, 42, 28, 99, 97, 23, 60, 11, 19, 49, 33, 65, 62, 36, 54, 51, 0, 78, 14, 91]","[86, 89, 79, 50, 3, 4, 9, 66, 70, 97, 80, 98, 25, 55, 81, 61, 35, 30, 75, 20]","[42, 79, 58, 34, 27, 78, 32, 74, 96, 45, 2, 20, 93, 98, 7, 59, 60, 43, 72, 67]","[34, 82, 68, 54, 47, 97, 64, 56, 40, 46, 1, 22, 59, 18, 48, 94, 71, 98, 6, 91]","[95, 49, 30, 78, 22, 87, 1, 21, 81, 58, 4, 51, 59, 3, 96, 76, 27, 31, 15, 55]","[45, 28, 40, 39, 31, 64, 93, 77, 63, 0, 21, 25, 15, 36, 13, 35, 3, 11, 69, 41]","[10, 33, 57, 90, 48, 19, 8, 81, 23, 52, 46, 28, 88, 14, 65, 30, 43, 66, 72, 51]","[79, 64, 51, 49, 34, 43, 10, 58, 48, 94, 50, 60, 78, 36, 46, 41, 38, 17, 7, 80]","[48, 86, 20, 72, 81, 88, 26, 32, 38, 43, 19, 23, 7, 14, 80, 66, 92, 42, 25, 17]","[75, 40, 19, 51, 6, 63, 41, 95, 30, 1, 91, 81, 66, 42, 20, 77, 86, 10, 46, 13]","[28, 35, 13, 84, 33, 39, 26, 43, 1, 71, 63, 12, 87, 83, 19, 49, 24, 0, 11, 80]","[10, 52, 63, 94, 79, 66, 73, 72, 91, 69, 40, 56, 34, 55, 1, 3, 49, 78, 41, 65]","[61, 2, 56, 19, 96, 97, 85, 75, 10, 26, 27, 52, 33, 91, 29, 60, 74, 11, 16, 34]","[61, 42, 85, 6, 4, 67, 59, 13, 24, 91, 54, 96, 8, 44, 87, 69, 68, 1, 93, 16]","[78, 44, 98, 93, 54, 82, 69, 68, 19, 83, 38, 34, 39, 26, 21, 17, 18, 46, 79, 11]","[87, 97, 68, 49, 18, 16, 10, 17, 61, 53, 81, 77, 60, 83, 64, 3, 32, 63, 29, 41]","[17, 38, 75, 35, 95, 90, 15, 46, 11, 2, 9, 93, 5, 84, 7, 26, 29, 79, 76, 61]","[47, 77, 65, 40, 34, 96, 97, 41, 13, 10, 59, 37, 0, 49, 79, 24, 83, 44, 76, 86]","[76, 51, 15, 73, 55, 10, 44, 6, 97, 20, 47, 27, 91, 62, 12, 83, 82, 64, 17, 16]","[22, 67, 55, 44, 65, 11, 78, 70, 88, 91, 20, 57, 33, 80, 3, 98, 12, 46, 7, 49]","[50, 35, 28, 88, 73, 45, 62, 84, 83, 36, 12, 34, 69, 47, 92, 43, 46, 26, 2, 98]","[24, 87, 88, 13, 64, 34, 82, 19, 23, 35, 45, 63, 43, 33, 21, 86, 69, 93, 4, 46]","[77, 49, 19, 23, 97, 7, 41, 33, 25, 4, 35, 85, 61, 27, 63, 8, 71, 42, 88, 75]","[86, 61, 26, 23, 20, 73, 57, 10, 71, 77, 60, 32, 91, 52, 64, 17, 39, 38, 4, 95]","[17, 79, 40, 36, 63, 6, 8, 43, 32, 69, 87, 5, 98, 44, 1, 75, 42, 60, 56, 74]","[64, 52, 15, 88, 36, 61, 17, 42, 6, 24, 98, 48, 68, 32, 3, 79, 27, 90, 26, 23]","[81, 2, 65, 59, 94, 25, 72, 97, 43, 92, 62, 86, 32, 6, 11, 19, 48, 8, 46, 69]","[19, 0, 53, 71, 84, 50, 47, 29, 18, 21, 91, 97, 73, 54, 67, 60, 45, 75, 82, 7]","[80, 32, 73, 34, 93, 31, 84, 83, 98, 38, 56, 24, 55, 85, 17, 30, 12, 76, 75, 59]","[86, 32, 2, 91, 6, 43, 62, 95, 60, 63, 18, 47, 34, 29, 7, 9, 45, 57, 82, 88]","[88, 18, 7, 73, 24, 69, 92, 95, 99, 26, 46, 59, 23, 65, 85, 22, 57, 72, 31, 52]","[71, 4, 20, 96, 40, 86, 55, 8, 81, 85, 69, 22, 51, 84, 31, 42, 73, 33, 90, 19]","[55, 63, 44, 62, 78, 86, 87, 12, 71, 57, 22, 51, 5, 30, 52, 4, 65, 61, 96, 50]","[51, 65, 97, 76, 85, 99, 8, 4, 80, 54, 18, 11, 47, 93, 27, 45, 9, 33, 89, 10]","[36, 17, 73, 58, 81, 11, 18, 69, 63, 47, 22, 12, 35, 14, 34, 96, 97, 46, 95, 28]","[97, 54, 14, 0, 43, 49, 91, 77, 10, 52, 85, 28, 64, 19, 37, 36, 20, 88, 83, 45]","[43, 72, 3, 21, 62, 5, 28, 38, 80, 14, 25, 64, 12, 61, 34, 77, 50, 92, 31, 78]","[40, 27, 51, 66, 89, 38, 90, 32, 11, 30, 18, 97, 3, 2, 39, 24, 94, 36, 5, 70]","[33, 96, 80, 67, 91, 5, 44, 23, 1, 25, 26, 37, 94, 31, 92, 7, 85, 15, 11, 8]","[68, 74, 27, 77, 70, 78, 45, 69, 61, 16, 58, 25, 49, 96, 18, 50, 75, 65, 36, 32]","[0, 64, 48, 18, 73, 74, 99, 50, 81, 65, 76, 12, 75, 8, 30, 67, 7, 27, 72, 37]","[14, 63, 49, 36, 38, 6, 91, 81, 19, 35, 73, 17, 82, 61, 21, 42, 72, 92, 4, 78]","[38, 52, 20, 56, 87, 92, 69, 36, 19, 1, 43, 37, 65, 79, 25, 98, 84, 12, 77, 67]","[71, 39, 77, 47, 34, 10, 95, 7, 85, 81, 58, 57, 74, 2, 6, 41, 21, 29, 94, 80]","[24, 66, 43, 7, 16, 76, 67, 31, 25, 57, 6, 75, 34, 79, 59, 62, 45, 49, 96, 17]","[1, 84, 61, 46, 63, 87, 67, 83, 32, 54, 27, 47, 16, 11, 72, 40, 60, 24, 5, 12]","[31, 35, 69, 65, 48, 53, 13, 30, 15, 57, 47, 50, 77, 24, 14, 18, 20, 62, 10, 64]","[2, 27, 92, 73, 61, 35, 91, 99, 72, 39, 85, 75, 9, 50, 90, 8, 5, 23, 10, 51]","[76, 91, 72, 19, 95, 18, 71, 97, 58, 14, 16, 9, 20, 78, 62, 42, 43, 94, 53, 56]","[18, 36, 94, 13, 64, 61, 89, 72, 9, 1, 29, 3, 5, 42, 37, 46, 26, 12, 52, 95]","[33, 25, 38, 56, 87, 7, 28, 99, 94, 57, 69, 27, 23, 72, 54, 49, 39, 0, 71, 73]","[51, 38, 31, 17, 25, 97, 11, 7, 91, 6, 55, 1, 61, 85, 18, 89, 40, 78, 32, 49]","[98, 13, 62, 74, 96, 67, 42, 86, 36, 80, 59, 14, 79, 82, 51, 9, 90, 84, 8, 91]","[50, 1, 94, 26, 78, 66, 10, 97, 32, 95, 80, 9, 37, 36, 81, 51, 79, 48, 85, 18]","[91, 65, 16, 66, 12, 21, 33, 81, 31, 18, 74, 64, 51, 71, 35, 20, 77, 9, 46, 45]","[93, 43, 35, 85, 91, 50, 7, 81, 19, 12, 60, 16, 68, 48, 44, 20, 71, 51, 27, 13]","[29, 82, 1, 77, 18, 73, 39, 90, 50, 25, 70, 53, 4, 10, 87, 28, 55, 56, 17, 19]","[68, 28, 5, 54, 17, 15, 39, 91, 32, 53, 98, 96, 24, 74, 30, 51, 87, 79, 55, 34]","[24, 69, 54, 66, 23, 46, 84, 16, 53, 65, 60, 71, 37, 99, 56, 73, 3, 20, 79, 33]","[17, 88, 18, 97, 53, 67, 2, 72, 10, 84, 14, 79, 11, 48, 61, 55, 76, 75, 89, 94]","[23, 57, 17, 83, 32, 77, 3, 51, 45, 7, 63, 2, 71, 24, 92, 39, 10, 34, 86, 21]","[34, 84, 35, 25, 33, 67, 87, 13, 94, 78, 36, 69, 63, 50, 27, 86, 72, 16, 77, 47]","[82, 8, 0, 92, 27, 67, 36, 21, 20, 53, 7, 6, 97, 66, 22, 3, 99, 68, 13, 12]","[78, 20, 94, 47, 77, 76, 37, 29, 55, 52, 95, 70, 0, 22, 66, 88, 51, 69, 64, 6]","[92, 75, 0, 35, 25, 82, 8, 5, 69, 27, 91, 72, 70, 1, 28, 55, 4, 32, 7, 31]","[12, 6, 30, 33, 98, 50, 73, 24, 48, 39, 74, 89, 52, 92, 45, 19, 97, 85, 32, 14]","[5, 20, 59, 38, 1, 79, 65, 40, 47, 66, 53, 33, 44, 12, 45, 75, 54, 93, 26, 15]","[43, 6, 68, 39, 8, 44, 29, 51, 40, 78, 83, 14, 2, 37, 98, 76, 72, 63, 81, 5]","[66, 80, 52, 21, 36, 5, 6, 20, 29, 16, 95, 85, 3, 61, 54, 33, 47, 46, 79, 59]"
